order_item_id,order_id,product_id,quantity
528,177,388,7
529,177,248,1
530,177,711,2
531,177,381,7
532,177,195,6
533,178,73,5
534,178,133,3
535,178,4,4
536,178,558,7
537,178,149,5
538,179,424,7
539,179,306,5
540,179,671,2
541,179,794,6
542,179,131,4
543,180,769,7
544,180,211,2
545,180,422,3
546,181,656,2
547,181,300,1
548,182,385,4
549,182,879,7
550,183,439,7
551,184,709,6
552,184,913,3
553,184,348,7
554,184,243,2
555,184,456,2
556,185,33,6
557,186,172,2
558,186,377,7
559,186,729,5
560,187,478,7
561,187,173,4
562,187,162,3
563,188,66,7
564,188,266,7
565,188,844,2
566,189,509,4
567,189,549,5
568,189,116,5
569,190,854,1
570,190,986,4
571,190,986,1
572,191,819,3
573,191,733,7
574,191,688,2
575,192,978,1
576,192,827,1
577,193,305,4
578,193,673,4
579,193,723,5
580,193,74,7
581,193,851,1
582,194,903,1
583,194,733,2
584,194,459,5
585,195,11,6
586,196,363,3
587,196,642,5
588,196,657,5
589,196,417,5
590,197,384,1
591,197,681,6
592,197,340,6
593,197,822,2
594,198,387,5
595,199,565,2
596,199,738,7
597,199,375,5
598,199,570,6
599,200,223,5
600,200,99,4
601,200,298,7
602,200,191,2
603,200,151,3
604,201,427,2
605,201,673,2
606,201,741,6
607,201,394,6
608,201,927,1
609,202,93,4
610,202,38,2
611,202,154,1
612,202,36,6
613,203,757,6
614,203,47,2
615,203,26,6
616,203,721,2
617,203,897,4
618,204,423,1
619,205,972,5
620,205,114,3
621,205,822,6
622,205,908,4
623,205,151,1
624,206,120,2
625,206,625,5
626,206,696,4
627,206,892,2
628,206,405,5
629,207,65,4
630,207,56,5
631,208,363,3
632,208,116,4
633,208,458,2
634,208,365,6
635,209,789,4
636,210,461,1
637,211,283,6
638,212,579,6
639,213,674,5
640,213,255,1
641,213,942,7
642,213,159,5
643,214,333,5
644,214,581,3
645,214,892,4
646,214,741,1
647,214,832,7
648,215,812,7
649,215,97,5
650,215,266,7
651,215,298,3
652,215,482,6
653,216,652,1
654,216,859,7
655,216,395,5
656,217,50,4
657,217,570,1
658,217,656,3
659,217,460,5
660,217,677,7
661,218,647,1
662,218,394,3
663,218,15,5
664,218,733,4
665,219,189,3
666,220,682,4
667,220,878,3
668,220,501,3
669,221,646,5
670,221,304,3
671,221,779,3
672,221,151,5
673,222,860,7
674,222,256,7
675,223,640,2
676,223,799,1
677,223,157,7
678,223,86,7
679,223,459,1
680,224,966,6
681,224,391,1
682,225,570,3
683,225,28,5
684,225,43,4
685,225,503,4
686,225,836,6
687,226,639,6
688,226,457,2
689,226,284,4
690,226,169,6
691,226,900,7
692,227,583,2
693,227,574,7
694,227,462,2
695,227,950,6
696,227,915,4
697,228,863,7
698,228,58,4
699,228,247,1
700,228,45,1
701,228,538,4
702,229,676,7
703,229,817,6
704,229,430,1
705,230,529,1
706,230,831,3
707,231,722,3
708,231,931,6
709,232,687,1
710,232,908,4
711,232,980,5
712,233,41,7
713,233,784,5
714,233,654,1
715,233,832,4
716,233,573,1
717,234,744,3
718,234,559,4
719,234,613,5
720,234,678,7
721,235,806,1
722,235,83,2
723,235,558,1
724,235,554,4
725,236,841,1
726,237,923,6
727,237,986,1
728,237,155,4
729,238,521,4
730,238,561,5
731,238,901,4
732,238,368,6
733,238,911,2
734,239,279,1
735,239,300,5
736,239,669,6
737,240,497,4
738,240,259,3
739,241,58,7
740,241,104,3
741,241,560,4
742,242,577,5
743,242,397,7
744,242,713,2
745,242,153,6
746,242,844,1
747,243,849,3
748,243,780,7
749,243,373,7
750,243,139,5
751,243,741,7
752,244,851,4
753,244,888,1
754,244,824,6
755,244,313,1
756,244,60,5
757,245,444,6
758,245,448,2
759,245,732,5
760,245,920,4
761,246,432,3
762,246,305,3
763,247,893,5
764,247,73,1
765,248,395,5
766,248,723,7
767,248,695,6
768,248,185,7
769,249,450,1
770,250,810,6
771,251,543,2
772,251,351,6
773,251,271,3
774,251,532,7
775,251,828,4
776,252,708,6
777,252,390,4
778,252,356,3
779,252,696,7
780,252,789,1
781,253,227,7
782,253,414,3
783,253,698,5
784,253,388,4
785,253,150,2
786,254,318,6
787,254,68,4
788,255,86,6
789,255,387,2
790,255,282,7
791,256,856,5
792,256,378,2
793,257,1000,6
794,257,503,2
795,257,703,6
796,257,668,7
797,257,117,7
798,258,13,2
799,258,263,5
800,258,54,7
801,258,728,1
802,259,203,1
803,260,53,6
804,260,245,6
805,260,416,7
806,261,174,4
807,261,283,5
808,261,942,2
809,261,142,5
810,262,768,1
811,262,734,1
812,262,916,4
813,262,219,1
814,262,276,2
815,263,659,4
816,264,451,2
817,264,391,4
818,264,278,3
819,264,638,4
820,264,516,5
821,265,662,7
822,265,468,4
823,265,94,4
824,265,242,1
825,265,228,7
826,266,456,1
827,266,76,3
828,267,695,3
829,268,303,1
830,269,694,1
831,269,388,7
832,269,267,1
833,269,132,5
834,269,36,4
835,270,731,2
836,270,173,5
837,270,887,1
838,270,67,2
839,271,144,3
840,271,810,3
841,271,957,2
842,271,264,6
843,271,712,7
844,272,237,3
845,273,693,2
846,274,611,2
847,275,243,4
848,275,244,1
849,276,527,3
850,277,958,3
851,277,391,5
852,277,530,5
853,277,497,2
854,278,568,3
855,278,156,6
856,279,199,2
857,280,635,6
858,280,217,5
859,280,910,2
860,281,883,3
861,282,307,3
862,282,130,4
863,283,9,2
864,283,930,3
865,283,719,2
866,283,456,4
867,284,288,2
868,284,35,5
869,285,467,5
870,285,947,1
871,285,25,2
872,286,825,2
873,286,711,4
874,286,9,7
875,286,527,4
876,286,991,3
877,287,93,5
878,287,186,5
879,287,755,5
880,288,752,1
881,288,212,3
882,288,986,1
883,288,914,6
884,289,213,1
885,289,244,6
886,290,938,6
887,290,957,3
888,290,124,4
889,290,941,2
890,291,782,4
891,291,556,1
892,292,115,7
893,292,419,7
894,292,261,6
895,292,968,2
896,293,115,5
897,293,109,3
898,293,307,5
899,293,961,5
900,293,408,7
901,294,995,1
902,294,228,7
903,295,757,6
904,295,759,3
905,296,749,7
906,296,329,4
907,296,644,1
908,296,473,3
909,297,962,6
910,297,790,3
911,297,399,4
912,297,27,7
913,297,851,3
914,298,7,7
915,298,496,6
916,298,289,6
917,299,65,3
918,299,852,7
919,300,107,4
920,300,417,2
921,301,805,5
922,301,541,6
923,301,880,4
924,301,110,5
925,302,897,5
926,302,296,6
927,302,801,5
928,302,140,6
929,302,132,2
930,303,393,7
931,303,893,1
932,304,65,2
933,305,351,6
934,305,881,2
935,306,124,4
936,306,687,5
937,306,688,3
938,306,998,5
939,307,71,6
940,307,806,6
941,307,38,5
942,307,783,1
943,308,671,6
944,308,286,6
945,308,246,4
946,309,359,3
947,309,340,7
948,309,822,3
949,310,386,3
950,310,163,5
951,310,958,5
952,310,900,3
953,311,33,6
954,311,318,3
955,311,905,1
956,311,902,3
957,311,300,1
958,312,487,1
959,312,66,7
960,312,623,3
961,313,21,2
962,313,314,3
963,313,269,6
964,313,863,4
965,313,333,5
966,314,883,5
967,314,587,6
968,315,198,6
969,316,891,5
970,316,466,1
971,316,448,7
972,316,681,1
973,316,287,4
974,317,448,1
975,318,622,5
976,318,20,1
977,318,423,3
978,319,994,5
979,319,294,3
980,319,991,7
981,320,675,2
982,321,881,5
983,321,663,6
984,322,42,6
985,322,197,5
986,322,924,6
987,323,946,4
988,323,26,6
989,324,41,4
990,325,642,3
991,325,338,2
992,325,427,5
993,325,175,5
994,325,354,4
995,326,999,4
996,326,914,6
997,326,525,1
998,326,989,6
999,326,490,2
1000,327,922,5
1001,327,335,4
1002,328,954,6
1003,328,240,2
1004,328,573,4
1005,328,195,3
1006,329,964,1
1007,329,676,3
1008,329,232,1
1009,329,739,1
1010,329,85,5
1011,330,300,6
1012,331,632,5
1013,331,48,6
1014,331,319,5
1015,331,421,6
1016,331,457,4
1017,332,408,7
1018,332,471,7
1019,333,540,5
1020,334,530,3
1021,334,222,1
1022,335,655,7
1023,335,59,4
1024,335,881,7
1025,335,960,2
1026,335,214,2
1027,336,537,4
1028,336,808,7
1029,336,762,6
1030,336,742,1
1031,337,78,4
1032,337,972,3
1033,338,673,3
1034,338,411,1
1035,339,156,6
1036,340,388,2
1037,340,57,7
1038,340,891,3
1039,340,899,7
1040,340,120,5
1041,341,81,5
1042,341,434,1
1043,341,344,1
1044,341,131,3
1045,341,450,6
1046,342,833,3
1047,342,512,6
1048,342,719,5
1049,342,393,2
1050,342,514,1
1051,343,633,4
1052,344,742,7
1053,344,923,4
1054,344,742,6
1055,344,282,1
1056,344,415,7
1057,345,233,2
1058,345,478,2
1059,345,702,1
1060,345,829,7
1061,346,316,6
1062,346,668,6
1063,346,710,7
1064,346,211,5
1065,347,202,7
1066,347,147,4
1067,348,627,3
1068,348,249,1
1069,348,972,3
1070,348,179,2
1071,349,657,7
1072,349,177,7
1073,349,608,2
1074,349,479,7
1075,350,57,2
1076,351,607,5
1077,351,947,1
1078,351,875,7
1079,351,578,3
1080,351,99,2
1081,352,945,2
1082,352,745,5
1083,352,193,2
1084,353,491,1
1085,353,127,7
1086,353,980,2
1087,353,639,3
1088,354,363,5
1089,354,232,3
1090,354,705,1
1091,355,152,3
1092,355,222,1
1093,355,402,4
1094,356,79,5
1095,356,748,1
1096,356,435,1
1097,356,953,3
1098,357,212,7
1099,357,442,1
1100,357,965,1
1101,357,870,6
1102,357,974,2
1103,358,652,1
1104,358,978,2
1105,358,332,2
1106,358,825,4
1107,358,115,2
1108,359,166,5
1109,359,804,6
1110,360,248,7
1111,361,985,4
1112,361,865,7
1113,361,241,7
1114,361,606,4
1115,361,703,7
1116,362,473,6
1117,363,888,7
1118,363,220,2
1119,363,763,2
1120,363,417,4
1121,364,803,7
1122,364,641,5
1123,364,621,5
1124,364,190,5
1125,365,241,7
1126,365,40,7
1127,365,394,4
1128,365,138,4
1129,366,626,5
1130,366,948,5
1131,367,779,6
1132,367,240,3
1133,367,929,2
1134,368,358,4
1135,369,126,4
1136,369,774,7
1137,370,337,2
1138,370,722,2
1139,370,126,4
1140,370,545,2
1141,371,649,5
1142,371,397,4
1143,371,459,7
1144,371,654,2
1145,372,446,5
1146,373,375,1
1147,373,680,5
1148,373,477,5
1149,373,561,7
1150,374,554,2
1151,374,283,3
1152,374,14,2
1153,375,722,6
1154,375,445,2
1155,376,852,1
1156,376,748,4
1157,376,830,3
1158,376,666,2
1159,377,450,2
1160,377,59,5
1161,377,679,6
1162,378,311,4
1163,378,326,3
1164,379,237,3
1165,379,35,4
1166,379,21,5
1167,380,613,3
1168,380,846,1
1169,380,242,2
1170,381,17,4
1171,382,487,7
1172,382,250,1
1173,382,591,2
1174,382,984,6
1175,382,994,1
1176,383,745,7
1177,383,447,3
1178,384,343,4
1179,384,973,4
1180,384,213,3
1181,384,760,7
1182,385,239,6
1183,386,320,7
1184,386,207,5
1185,387,589,5
1186,387,126,6
1187,388,626,7
1188,388,877,6
1189,388,198,7
1190,388,94,7
1191,388,447,2
1192,389,183,3
1193,389,800,5
1194,389,702,3
1195,389,65,7
1196,389,153,3
1197,390,457,3
1198,390,104,3
1199,390,115,1
1200,390,265,7
1201,390,711,2
1202,391,402,7
1203,392,406,5
1204,392,325,5
1205,392,391,2
1206,393,293,7
1207,393,871,6
1208,393,95,6
1209,393,703,4
1210,393,720,4
1211,394,219,7
1212,394,680,2
1213,395,797,5
1214,395,498,1
1215,395,844,7
1216,395,839,4
1217,395,557,7
1218,396,655,6
1219,396,654,5
1220,396,633,4
1221,396,88,1
1222,396,781,3
1223,397,521,2
1224,397,186,2
1225,398,481,7
1226,398,553,4
1227,398,324,6
1228,399,836,1
1229,400,974,2
1230,401,655,5
1231,401,861,5
1232,401,157,7
1233,401,715,4
1234,402,808,5
1235,402,582,6
1236,403,754,4
1237,404,577,7
1238,404,766,7
1239,405,71,4
1240,405,841,7
1241,406,782,2
1242,406,847,1
1243,406,564,1
1244,406,933,2
1245,406,260,3
1246,407,976,5
1247,407,678,6
1248,407,37,5
1249,407,536,6
1250,408,369,2
1251,408,323,3
1252,408,593,6
1253,408,622,7
1254,408,717,1
1255,409,678,3
1256,409,771,6
1257,409,266,2
1258,409,426,5
1259,410,436,6
1260,410,271,2
1261,410,479,7
1262,411,360,3
1263,411,664,3
1264,411,543,1
1265,411,276,6
1266,411,12,5
1267,412,989,5
1268,413,809,7
1269,414,185,5
1270,414,584,7
1271,414,613,6
1272,414,485,1
1273,415,916,4
1274,415,634,1
1275,415,644,3
1276,416,73,3
1277,417,243,4
1278,417,211,4
1279,418,80,1
1280,418,848,1
1281,418,577,3
1282,418,90,5
1283,419,859,6
1284,420,16,7
1285,420,309,1
1286,420,794,5
1287,420,319,5
1288,420,950,2
1289,421,517,5
1290,421,631,4
1291,421,769,6
1292,422,252,3
1293,422,667,1
1294,422,922,4
1295,422,24,7
1296,423,519,1
1297,424,454,1
1298,424,553,7
1299,425,811,2
1300,426,917,5
1301,426,351,3
1302,426,529,6
1303,426,873,7
1304,426,407,7
1305,427,386,1
1306,427,183,5
1307,427,641,2
1308,427,506,2
1309,427,557,1
1310,428,495,2
1311,428,397,7
1312,428,412,5
1313,428,207,1
1314,428,647,7
1315,429,594,7
1316,429,461,4
1317,429,110,5
1318,430,493,5
1319,430,287,7
1320,430,958,6
1321,431,512,5
1322,431,757,1
1323,432,812,3
1324,432,982,1
1325,433,177,2
1326,433,963,4
1327,433,637,3
1328,433,883,2
1329,433,619,5
1330,434,907,4
1331,434,785,1
1332,434,608,7
1333,435,546,3
1334,436,716,5
1335,436,225,2
1336,436,345,1
1337,436,109,2
1338,436,337,1
1339,437,815,1
1340,437,91,1
1341,438,23,4
1342,438,960,6
1343,438,878,2
1344,438,545,7
1345,438,936,1
1346,439,632,3
1347,439,706,4
1348,440,814,1
1349,440,893,7
1350,440,650,2
1351,441,411,4
1352,441,559,5
1353,441,234,3
1354,441,487,5
1355,441,447,3
1356,442,336,2
1357,442,403,2
1358,442,973,3
1359,442,499,3
1360,443,806,5
1361,443,106,4
1362,443,687,4
1363,444,840,2
1364,445,825,1
1365,446,667,4
1366,446,841,4
1367,447,968,6
1368,447,727,2
1369,447,375,5
1370,447,974,1
1371,448,590,4
1372,448,666,1
1373,448,530,5
1374,449,541,4
1375,449,507,4
1376,449,896,4
1377,450,937,7
1378,450,576,6
1379,450,68,2
1380,451,324,3
1381,451,186,1
1382,452,290,1
1383,452,793,4
1384,452,4,5
1385,453,704,2
1386,453,977,5
1387,453,531,1
1388,453,277,5
1389,453,848,1
1390,454,824,1
1391,454,64,2
1392,454,528,3
1393,455,361,1
1394,455,215,6
1395,455,359,7
1396,455,260,5
1397,456,931,1
1398,457,251,7
1399,458,385,3
1400,458,684,5
1401,458,996,6
1402,459,282,3
1403,459,901,3
1404,459,519,7
1405,460,594,2
1406,460,939,3
1407,461,249,1
1408,461,607,6
1409,461,624,6
1410,462,860,5
1411,462,667,2
1412,462,328,4
1413,462,770,5
1414,462,893,6
1415,463,565,5
1416,463,933,4
1417,463,880,1
1418,464,328,4
1419,464,267,1
1420,465,730,1
1421,465,23,1
1422,465,259,4
1423,465,548,5
1424,465,543,7
1425,466,384,3
1426,466,771,3
1427,466,77,3
1428,466,106,2
1429,467,540,2
1430,467,268,2
1431,467,928,5
1432,467,607,7
1433,467,457,1
1434,468,98,3
1435,468,987,1
1436,469,557,6
1437,470,674,4
1438,470,148,2
1439,470,318,3
1440,470,165,4
1441,471,918,4
1442,472,469,3
1443,472,129,2
1444,473,82,3
1445,473,342,6
1446,473,378,5
1447,474,354,4
1448,474,295,2
1449,474,809,6
1450,474,5,3
1451,474,160,2
1452,475,468,2
1453,475,172,7
1454,475,146,3
1455,475,992,4
1456,475,924,7
1457,476,975,2
1458,476,521,1
1459,477,730,6
1460,477,577,7
1461,477,461,3
1462,478,952,7
1463,479,468,4
1464,480,813,2
1465,480,96,3
1466,481,108,5
1467,481,664,6
1468,481,121,5
1469,481,691,2
1470,482,348,4
1471,482,916,7
1472,483,572,3
1473,483,423,4
1474,483,22,7
1475,483,658,2
1476,483,840,4
1477,484,409,7
1478,484,593,4
1479,484,534,5
1480,485,357,2
1481,486,826,4
1482,486,155,7
1483,486,327,6
1484,487,813,4
1485,487,797,7
1486,487,868,5
1487,487,217,2
1488,487,422,1
1489,488,448,1
1490,488,831,2
1491,488,823,5
1492,488,196,2
1493,488,351,7
1494,489,955,3
1495,489,21,3
1496,489,607,4
1497,489,745,2
1498,489,763,3
1499,490,399,1
1500,490,598,5
1501,490,46,4
1502,490,682,2
1503,490,391,2
1504,491,549,3
1505,492,433,2
1506,492,330,6
1507,492,440,6
1508,493,144,4
1509,494,536,6
1510,495,430,7
1511,495,441,2
1512,495,68,6
1513,496,968,1
1514,496,926,6
1515,497,537,4
1516,497,524,3
1517,497,610,7
1518,497,986,6
1519,497,685,5
1520,498,94,4
1521,498,70,6
1522,498,224,6
1523,498,47,1
1524,499,146,2
1525,499,310,6
1526,499,168,4
1527,500,512,5
1528,500,342,7
1529,500,123,4
1530,500,526,4
1531,500,591,6
1532,501,974,1
1533,501,359,6
1534,501,339,1
1535,502,901,5
1536,502,442,4
1537,502,867,4
1538,502,588,3
1539,503,556,6
1540,504,906,2
1541,504,660,2
1542,505,33,1
1543,506,882,6
1544,506,630,7
1545,506,38,5
1546,506,226,6
1547,506,787,6
1548,507,285,7
1549,507,343,6
1550,507,936,1
1551,507,706,4
1552,508,60,1
1553,509,894,6
1554,509,396,3
1555,509,112,5
1556,509,442,6
1557,510,353,7
1558,510,255,1
1559,510,153,1
1560,511,508,2
1561,511,334,2
1562,511,420,1
1563,512,861,5
1564,512,211,7
1565,512,224,4
1566,512,407,4
1567,512,66,5
1568,513,127,2
1569,513,777,5
1570,513,356,3
1571,513,925,2
1572,514,574,6
1573,514,140,4
1574,514,235,6
1575,514,534,6
1576,515,611,2
1577,515,401,3
1578,516,591,2
1579,517,984,7
1580,517,86,6
1581,517,722,6
1582,517,37,2
1583,518,429,3
1584,518,743,3
1585,518,974,4
1586,518,262,3
1587,518,414,6
1588,519,114,5
1589,519,125,2
1590,519,898,5
1591,519,595,2
1592,519,421,1
1593,520,514,7
1594,520,359,7
1595,520,680,3
1596,520,911,2
1597,520,626,1
1598,521,318,4
1599,521,573,7
1600,522,478,3
1601,522,830,4
1602,522,604,6
1603,523,300,2
1604,523,216,5
1605,524,382,4
1606,524,628,4
1607,525,625,4
1608,525,919,6
1609,525,170,5
1610,525,965,2
1611,526,134,4
1612,526,225,5
1613,526,28,1
1614,527,413,4
1615,527,244,3
1616,527,354,6
1617,527,670,1
1618,527,99,1
1619,528,301,4
1620,529,563,6
1621,529,924,6
1622,529,758,6
1623,529,372,7
1624,530,991,1
1625,530,267,4
1626,530,312,6
1627,530,340,4
1628,530,57,1
1629,531,610,1
1630,531,425,2
1631,532,308,6
1632,533,985,3
1633,533,105,2
1634,533,118,2
1635,534,918,6
1636,535,752,1
1637,535,498,2
1638,535,70,7
1639,536,514,1
1640,536,375,7
1641,536,75,6
1642,536,549,2
1643,537,814,7
1644,537,475,1
1645,537,375,2
1646,538,346,3
1647,538,183,1
1648,538,545,3
1649,539,860,5
1650,539,510,3
1651,539,788,7
1652,539,177,6
1653,539,315,5
1654,540,749,5
1655,540,878,2
1656,540,754,5
1657,540,984,2
1658,541,1,1
1659,541,513,2
1660,541,514,6
1661,541,126,7
1662,541,996,7
